area,perimeter,circularity,solidity,extent,eccentricity,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,mean_B,std_B,mean_G,std_G,mean_R,std_R,mean_H,std_H,mean_S,std_S,mean_V,std_V,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation
54226.5,1051.9280545711517,0.6158137231048005,0.9699151291842922,0.5382817153067302,0.913297663295845,3.0514721292026845,6.423400932483563,9.890343698946806,9.988960540798866,-9.99999999999999,-9.99999821399237,-9.999999999999904,126.091622462045,16.68709439957759,153.2993049204317,11.557430478301933,164.92999817084325,11.011774384956004,21.351783427839766,8.782830437932734,60.26312419974392,19.510387996473597,164.93303457106273,11.013666817598159,15.882011412121866,0.7941205632622149,0.4595213320987179,0.9781535275970796
55391.5,978.4722118377686,0.7270361359846235,0.9676892437239042,0.615467949643885,0.8545180354533964,3.113352265882984,6.723194740681415,9.936873290365693,9.99523360531825,-9.999999999999991,-9.999998579946732,9.999999999999982,105.11334719185692,19.497381399055286,133.1481308913659,17.839652705904545,146.9010250528655,16.69276293765641,20.377997204401275,4.61281398356653,73.27832335758575,20.281285270854834,146.90175979355578,16.69316824367863,15.117004923656518,0.7061665822955197,0.37942978689271284,0.9719707489159066
42718.5,935.5605244636536,0.613312874428521,0.957620659508171,0.5457210746177136,0.9098157431673534,3.063854903632094,6.485777284357149,9.846180211247368,9.986383996181965,-9.99999999999985,-9.999992492890117,-9.999999999999938,123.62075843673895,20.51698171806506,146.02486373651863,16.448966863241434,157.16386408442537,15.322853027180637,20.34568015771773,10.257636729877786,55.05749739069929,20.432673695106754,157.16834048475008,15.326487593672141,16.469441005198846,0.7704120899962013,0.4478966344346284,0.9754304277585766
46256.0,1014.2884455919266,0.5650085007409144,0.9462691147138547,0.7293023255813953,0.6539519160954368,3.1801704771592183,7.450738021082174,9.972796811321892,9.999616953251516,-10.0,-9.9999999305737,10.0,134.89132576568858,17.66675808180171,164.9640179910045,14.459996109106221,177.6470764617691,12.93897114192411,21.20505461554937,2.5124185332210502,61.892118226600985,16.19242397298672,177.64709787963162,12.938985796131174,25.22810102015381,0.8062532217985363,0.28880584397001635,0.9619295766659459
35197.0,740.867094039917,0.8058141709213149,0.9828681531952919,0.7383314803549328,0.7010131727562537,3.177977713073251,7.318430428358913,9.993990330997015,9.999829914477045,10.0,9.999999974114251,10.0,93.45749683232437,23.274457429078847,124.85361115021821,22.679631886393626,145.96860481486695,17.121447578378994,18.959960580036604,11.927318801854199,93.80306912572152,25.36348771271384,145.97085738420387,17.12429311066965,19.451217011525216,0.7369940578438774,0.2609665573702091,0.952924508270003
42144.0,859.494509100914,0.7169013599547385,0.9777056025983064,0.7010912962470056,0.8430258743153944,3.129573377993329,6.809772167416477,9.98949407180597,9.999301373334424,-10.0,-9.999999826190034,-10.0,120.36135283879769,20.77257081737084,153.4272778587892,14.002632791172529,167.83534032644997,11.850466770154128,20.81461969048403,7.654412355954648,72.73971024036878,23.87464537305079,167.8366103767816,11.85171081956395,21.483452355279752,0.7549807615379289,0.3041000928846539,0.9649273931746889
37021.5,856.8254618644714,0.6336933470671431,0.9068451542578598,0.7395720963682129,0.8729189112059367,3.061360685593702,6.538319827475293,9.702351833336245,9.964727759762729,-9.999999999999053,-9.999981627503866,9.999999999999524,113.5321782840031,17.905469929920237,147.56228443089756,12.633089946238393,165.03553380925644,10.92770893096139,19.7884815914013,5.6216970680489755,80.08456993128526,20.461562262152537,165.0360418170637,10.928290799046497,24.24285794407744,0.6640585994097554,0.2648263567785155,0.9533880828726764
48541.0,912.6904666423798,0.732270527007336,0.9679066011305969,0.6451488569909622,0.8266891518066042,3.131664024127257,6.825568565728397,9.981978274799925,9.997851073343192,9.999999999999998,9.999999578607483,9.999999999999998,121.8173308808502,16.7787256563115,152.23382382996118,11.450501995303057,165.91724913141223,9.562328948639678,20.54363376251788,2.9520292407769766,68.35189045575312,17.51139954552979,165.91747394236666,9.562494391844544,17.061640508499515,0.8234049733283961,0.3667783647870174,0.9740927512209139
52109.5,1022.6143455505371,0.6261855022109973,0.8590351217019312,0.5795740184629073,0.8248059868161666,3.0747122670845886,6.628782812240388,9.730841154446175,9.966248529289627,-9.99999999999915,-9.99998349826204,9.999999999999638,82.3686714883898,20.00014599931003,115.05127521888085,16.439324403385548,133.96191473163304,14.102516865608274,19.544232965359726,9.00307670900224,99.87803578226114,23.902568557712026,133.96543585839362,14.109769535200902,12.815268461064193,0.7657551314795099,0.41698447819269935,0.9696649962164584
31766.0,718.7838314771652,0.7726375248139685,0.9739839641877079,0.707231276159943,0.7182680094795079,3.1706074080846265,7.289081073575836,9.960331805968682,9.999052498820586,10.0,9.999999845305743,9.999999999999998,126.70517456359103,22.61182349463594,155.5047693266833,17.77034437900082,166.5475374064838,16.62845365234848,21.41168952618454,5.503908768687027,62.07443890274314,20.68413308777771,166.54806733167084,16.628703326467036,24.498708771617373,0.7875257527169474,0.29640496010652784,0.9609112277706515
